id	name	Complete	Complete/10	Complete/100	Variant3	Variant4	Variant5	Variant6	Variant7	Variant8	Variant9	Variant10
EX_cpd01524_e0[u]	D-Chondrosamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01550_e0[u]	Phosphocreatine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01570_e0[u]	"2',3'-Cyclic_AMP"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01571_e0[u]	"2',3'-Cyclic_CMP"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01572_e0[u]	"2',3'-Cyclic_UMP"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01573_e0[u]	(S)-2-Aminobutanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01588_e0[u]	Epsilcapramine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01622_e0[u]	Trimetaphosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01665_e0[u]	D-O-Phosphoserine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01701_e0[u]	S-Citramalate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01727_e0[u]	Pimelate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01756_e0[u]	N-Acetylmethionine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01799_e0[u]	Isobutylamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01834_e0[u]	MEK	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01908_e0[u]	Glycerol_2-phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01914_e0[u]	L-Methionine_S-oxide	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01939_e0[u]	Uridine_2'-phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01947_e0[u]	BDOH	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01991_e0[u]	2'-Cytidylic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd02233_e0[u]	Ciliatine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd02241_e0[u]	D-Mannosamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd02261_e0[u]	5-Methyl-2'-deoxycytidine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd02274_e0[u]	Methyl_beta-D-galactoside	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd02351_e0[u]	Glucosaminate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd02599_e0[u]	Octopamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03047_e0[u]	Taurocholate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03048_e0[u]	Isethionate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03161_e0[u]	Phenethylamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03198_e0[u]	Melibiose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03226_e0[u]	Vitamin_D3	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03385_e0[u]	Fosfonet	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03387_e0[u]	Selenite	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03396_e0[u]	Selenate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03424_e0[u]	Vitamin_B12	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03454_e0[u]	3'-CMP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03535_e0[u]	Phosphoarginine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03561_e0[u]	2-Hydroxybutyrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03696_e0[u]	Ursin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03701_e0[u]	Gp	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03702_e0[u]	"2',3'-Cyclic_GMP"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03725_e0[u]	Fe(III)dicitrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03734_e0[u]	Acetamide	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03737_e0[u]	2-Oxovalerate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03776_e0[u]	Sulfanilic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03805_e0[u]	2-Deoxy-D-glucose_6-phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03840_e0[u]	D-Valine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03846_e0[u]	octanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03847_e0[u]	Myristic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03849_e0[u]	Gamolenic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03884_e0[u]	D-Psicose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03912_e0[u]	Phosphotyrosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd03963_e0[u]	Biuret	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd04181_e0[u]	Acetylcysteine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd04349_e0[u]	Lactulose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd05158_e0[u]	Gentiobiose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd05161_e0[u]	Melezitose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd05190_e0[u]	Djenkolate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd05192_e0[u]	sebacate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd05240_e0[u]	Amygdalin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd06635_e0[u]	Valerenic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd08023_e0[u]	methanesulfonate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd08093_e0[u]	Ethionine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd08928_e0[u]	L-Threonine_phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd09457_e0[u]	Lactitol_dihydrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd10114_e0[u]	Thiourea	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd10515_e0[u]	Fe2+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd10516_e0[u]	fe3	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11145_e0[u]	Sodium_molybdate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11461_e0[u]	DNA	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11574_e0[u]	Molybdate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11577_e0[u]	Lanthionine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11580_e0[u]	Gly-Gln	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11581_e0[u]	gly-asn-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11582_e0[u]	ala-L-Thr-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11583_e0[u]	Ala-Leu	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11584_e0[u]	Ala-His	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11585_e0[u]	L-alanylglycine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11586_e0[u]	ala-L-glu-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11587_e0[u]	Ala-Gln	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11588_e0[u]	gly-pro-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11589_e0[u]	gly-asp-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11590_e0[u]	met-L-ala-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11591_e0[u]	Gly-Met	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11592_e0[u]	gly-glu-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11593_e0[u]	ala-L-asp-L	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11594_e0[u]	Dextrin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11595_e0[u]	chromate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11596_e0[u]	butanesulfonate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11601_e0[u]	Pectin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11602_e0[u]	Inulin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11603_e0[u]	b-Methyl-D-Glucoside	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11632_e0[u]	hn	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11640_e0[u]	H2	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11657_e0[u]	Starch	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11658_e0[u]	Dextran	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11670_e0[u]	Chondroitin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11685_e0[u]	Mannan	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11688_e0[u]	Pullulan	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11699_e0[u]	Arabinogalactan	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11717_e0[u]	Chondroitin_6-sulfate	-100	-10	-1	-10	-20	-10	-20	-10	-20	-10	-20
EX_cpd11735_e0[u]	Amylose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11748_e0[u]	Laminarin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11851_e0[u]	Levan	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd11879_e0[u]	Gelatin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd12856_e0[u]	C	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd13391_e0[u]	Tween_20	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd13392_e0[u]	Tween_80	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15239_e0[u]	Hexadecenoyl-ACP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15269_e0[u]	octadecenoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15500_e0[u]	Menaquinone_8	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15574_e0[u]	tungstate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15584_e0[u]	alpha-Methyl-D-glucoside	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15585_e0[u]	beta-Methylglucoside	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15603_e0[u]	Gly-Cys	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15604_e0[u]	Gly-Leu	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15605_e0[u]	Gly-Phe	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15606_e0[u]	Gly-Tyr	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15834_e0[u]	Adenosylcobalamin-HBI	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd15969_e0[u]	methyl_octadecanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd16648_e0[u]	sorbate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd16654_e0[u]	tricarballylate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd23161_e0[u]	13'-OH-alpha-tocopherol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd27092_e0[u]	Fructooligosaccharides	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd27360_e0[u]	beta-L-galactose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd29674_e0[u]	Calcium	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd29798_e0[u]	Hexadecanoic_acid_biomass	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd30347_e0[u]	linoleic_acid_(all_cis_C18:2)_n-6	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd30350_e0[u]	"alpha-Linolenic_acid,_C18:3,_n-3"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
